7.0	81.16
10.0	178.594
11.0	99.64565217391302
12.0	115.23665816666666
13.0	162.7951695172414
14.0	174.66389837878788
15.0	294.3357258636364
16.0	333.02433460000003
17.0	313.1308695652173
18.0	328.64910606250004
19.0	475.27660759210517
20.0	455.0961829166666
21.0	676.477330525
22.0	448.9993466785713
23.0	777.8780603666668
24.0	683.2398357777778
25.0	764.1380941666666
26.0	860.9249517777777
27.0	910.7512889545455
28.0	944.9269132441858
29.0	989.4261824166666
30.0	1246.9218694523809
32.0	1132.2900009705884
33.0	1579.1822873809526
34.0	1321.5991328857144
36.0	1567.0813987857143
38.0	1772.7174732499998
